iter	RMSE
190	3.983645359
191	3.964620012
192	3.930686971
193	3.896339748
194	3.878474653
195	3.846774542
196	3.813910572
197	3.781236282
198	3.749900146
199	3.718388952
200	3.694205528
201	3.663295455
202	3.640250135
203	3.609537138
204	3.592490551
205	3.574781117
206	3.552598603
207	3.522676222
208	3.502380654
209	3.475057536
210	3.454131219
211	3.424201283
212	3.398297491
213	3.370093775
214	3.341500565
215	3.314755385
216	3.286728389
217	3.258528728
218	3.232516263
219	3.215985759
220	3.188504036
221	3.170952488
222	3.151342745
223	3.133149549
224	3.117137473
225	3.101702609
226	3.083907966
227	3.065743769
228	3.0465983
229	3.029419008
230	3.014832879
231	2.989327672
232	2.971954941
233	2.955589813
234	2.937594487
235	2.920729257
236	2.899176414
237	2.882691101
238	2.866290804
239	2.849389301
240	2.832416395
241	2.816019403
242	2.799162071
243	2.786018168
244	2.769117276
245	2.753674723
246	2.740797869
247	2.724599122
248	2.709417031
249	2.693673306
250	2.678581858
251	2.663434362
252	2.648489881
253	2.634149987
254	2.619686719
255	2.607560544
256	2.595525388
257	2.579816532
258	2.564805085
259	2.552689678
260	2.537664572
261	2.522616505
262	2.509153196
263	2.493978153
264	2.482298667
265	2.46753504
266	2.453626416
267	2.44025318
268	2.426702387
269	2.415657994
270	2.402521782
271	2.388593678
272	2.377530698
273	2.364346478
274	2.351458228
275	2.337657092
276	2.32404186
277	2.311482107
278	2.298012756
279	2.285581291
280	2.273658677
281	2.261387287
282	2.24822464
283	2.235324333
284	2.222986608
285	2.210046475
286	2.19740696
287	2.185371683
288	2.173707584
289	2.161103238
290	2.148347355
291	2.136894806
292	2.125486435
293	2.114113961
294	2.102391485
295	2.090238787
296	2.078179582
297	2.066220687
298	2.055040786
299	2.044091004
300	2.032083598
301	2.020336647
302	2.008834723
303	1.997279494
304	1.986687826
305	1.975230826
306	1.964451748
307	1.953192242
308	1.942949729
309	1.932375331
310	1.9221687
311	1.910947091
312	1.900036575
313	1.889130742
314	1.878311914
315	1.86760923
316	1.857491164
317	1.846689087
318	1.836339361
319	1.826058662
320	1.815650348
321	1.805509282
322	1.796041526
323	1.786020407
324	1.775875804
325	1.76582887
326	1.756004743
327	1.746094776
328	1.73640463
329	1.726581562
330	1.716858836
331	1.707152354
332	1.697610722
333	1.688227446
334	1.67872245
335	1.669271507
336	1.659910049
337	1.650603496
338	1.641520419
339	1.632499352
340	1.623391777
341	1.614297369
342	1.605451237
343	1.596475183
344	1.588206697
345	1.57952136
346	1.570894624
347	1.562324336
348	1.553631644
349	1.545028485
350	1.536480343
351	1.527977023
352	1.519546418
353	1.511163615
354	1.502840137
355	1.494600537
356	1.486334819
357	1.478306716
358	1.47019497
359	1.462134338
360	1.454263174
361	1.44644364
362	1.438545781
363	1.430714257
364	1.422934818
365	1.415204407
366	1.407633773
367	1.40000516
368	1.392393675
369	1.38496901
370	1.377482718
371	1.370049009
372	1.362641632
373	1.355398575
374	1.348078353
375	1.340818075
376	1.333617364
377	1.326462257
378	1.319357483
379	1.312280564
380	1.305267153
381	1.298298246
382	1.291378445
383	1.284480682
384	1.277649887
385	1.270842144
386	1.264099314
387	1.257380055
388	1.25072411
389	1.244087854
390	1.237517989
391	1.230992334
392	1.22451062
393	1.218072579
394	1.211677945
395	1.205292503
396	1.198951152
397	1.192678817
398	1.186448878
399	1.180261078
400	1.174080242
401	1.167972803
402	1.161873106
403	1.155845057
404	1.149857926
405	1.143911468
406	1.138005439
407	1.13209125
408	1.126262403
409	1.120473277
410	1.114679902
411	1.108966433
412	1.103291996
413	1.097609979
414	1.092009716
415	1.086403789
416	1.080876951
417	1.074860115
418	1.069358166
419	1.063417167
420	1.057520817
421	1.052120177
422	1.046755867
423	1.041429478
424	1.03566719
425	1.029948376
426	1.024720518
427	1.01952906
428	1.013911625
429	1.008336698
430	1.00324023
431	0.9981800125
432	0.9927040042
433	0.9877049733
434	0.9822982205
435	0.9773623262
436	0.9720240036
437	0.9671913697
438	0.962348242
439	0.9571084506
440	0.9523291264
441	0.947155958
442	0.9424373409
443	0.9377892499
444	0.933130981
445	0.9285445111
446	0.9239527131
447	0.9194272916
448	0.9144602599
449	0.909995796
450	0.9040936206
451	0.8996475432
452	0.8938305615
453	0.8887383733
454	0.8844180042
455	0.8787264097
456	0.8730880249
457	0.8688155912
458	0.8632589645
459	0.8577543166
460	0.8535706066
461	0.8494473555
462	0.8440502288
463	0.8387036878
464	0.834633065
465	0.827589299
466	0.8229515117
467	0.8177772966
468	0.8133473301
469	0.8094461861
470	0.8049253276
471	0.799887725
472	0.7960313024
473	0.7893816582
474	0.7844707713
475	0.779606132
476	0.7753822711
477	0.7711929674
478	0.7670379077
479	0.7629167828
480	0.7588292876
481	0.7547751211
482	0.7507539865
483	0.7467655906
484	0.7428096442
485	0.738885862
486	0.7349939621
487	0.7311336665
488	0.7273047007
489	0.7235067937
490	0.7201575601
491	0.7168326757
492	0.7135319942
493	0.7102553707
494	0.7070026612
495	0.7037737228
496	0.7005684133
497	0.697386592
498	0.6942281187
499	0.6910928545
500	0.6879806613
501	0.6848914018
502	0.6792834883
503	0.6756354114
504	0.6726157143
505	0.6690138237
506	0.6654393302
507	0.6624785884
508	0.6589494433
509	0.6554471923
510	0.6522099915
511	0.6487498186
512	0.6453160416
513	0.642136051
514	0.6387435518
515	0.6353769614
516	0.6322531508
517	0.6289270563
518	0.6256263946
519	0.6225577574
520	0.6192968273
521	0.6160608643
522	0.6130464172
523	0.6098494389
524	0.6066769723
525	0.6036151086
526	0.6006684047
527	0.5975561828
528	0.5945523832
529	0.5915700007
530	0.5886088977
531	0.5856689378
532	0.5828167892
533	0.5798276998
534	0.5769435985
535	0.5740801372
536	0.5712371847
537	0.5684146113
538	0.5656122883
539	0.5628300879
540	0.5597607569
541	0.5570106683
542	0.5542803519
543	0.5515696838
544	0.5488785409
545	0.5462068014
546	0.5435543443
547	0.5409413284
548	0.5383204172
549	0.5357184645
550	0.5331353527
551	0.5305709651
552	0.5280251859
553	0.5254979002
554	0.5229889941
555	0.5204983543
556	0.5180258686
557	0.5155714255
558	0.5131349143
559	0.5097044351
560	0.5072611411
561	0.5048674229
562	0.5024912148
563	0.499141006
564	0.4967578194
565	0.492536217
566	0.4901938712
567	0.4860519589
568	0.4837496859
569	0.4796859754
570	0.4774230266
571	0.4751749153
572	0.4729433339
573	0.4707281807
574	0.4675982405
575	0.4654016094
576	0.4615113041
577	0.4593523014
578	0.4572028732
579	0.4550693122
580	0.4520532451
581	0.4499479106
582	0.44620712
583	0.444137928
584	0.4420008701
585	0.4399459575
586	0.4370394491
587	0.4350215672
588	0.433002676
589	0.4309987551
590	0.4281603874
591	0.426192944
592	0.4226688718
593	0.4207354082
594	0.4187905486
595	0.4168601573
596	0.414125086
597	0.4121554813
598	0.4093954858
599	0.4075082412
600	0.4056350467
601	0.4037758164
602	0.4013110866
603	0.3994127448
604	0.3972962121
605	0.395198987
606	0.3931208964
607	0.3910617693
608	0.3890214365
609	0.3869997306
610	0.3849964861
611	0.3830115394
612	0.3810447286
613	0.3790958935
614	0.3771648757
615	0.3752515184
616	0.3733556666
617	0.3714771669
618	0.3696158675
619	0.367771618
620	0.3658121239
621	0.3640470513
622	0.3622963184
623	0.3593700718
624	0.3574596236
625	0.3555700956
626	0.3537012251
627	0.3518527536
628	0.3501562094
629	0.3484734811
630	0.3456745015
631	0.3438727318
632	0.3420906753
633	0.3403280863
634	0.3386914521
635	0.3370681787
636	0.3355049819
637	0.3339534383
638	0.332413476
639	0.3308850234
640	0.3293680096
641	0.3278623639
642	0.3263680164
643	0.3248848976
644	0.3234129382
645	0.3219520696
646	0.3205022237
647	0.3190633327
648	0.3176353292
649	0.3162181465
650	0.314811718
651	0.3134159778
652	0.3120308602
653	0.3101929655
654	0.30770293
655	0.3052494933
656	0.3028321575
657	0.3013607041
658	0.2989935122
659	0.2975505047
660	0.2961212737
661	0.2938172672
662	0.292415634
663	0.2910273888
664	0.2893674369
665	0.2877255454
666	0.2855156311
667	0.2841689252
668	0.2825682481
669	0.2809850016
670	0.2794189945
671	0.2781551372
672	0.276048151
673	0.2747134659
674	0.2734750975
675	0.2722471651
676	0.2710295911
677	0.2689960285
678	0.2679930867
679	0.2669983727
680	0.2660118331
681	0.2650334154
682	0.2640630669
683	0.2631007354
684	0.2621463689
685	0.2611999157
686	0.2602613243
687	0.2593305435
688	0.2584075224
689	0.2574825944
690	0.2562865836
691	0.2553745505
692	0.2544706798
693	0.2532975683
694	0.2524063459
695	0.2512512647
696	0.2497464295
697	0.248260114
698	0.2467920794
699	0.2453420904
700	0.2443337733
701	0.2432234381
702	0.2418029421
703	0.2408114756
704	0.2398283969
705	0.2384348364
706	0.2374647382
707	0.2363910114
708	0.2350258638
709	0.2340718805
710	0.2331259834
711	0.2317867137
712	0.2302459567
713	0.22921188
714	0.2281899195
715	0.2268931529
716	0.2257945657
717	0.224884934
718	0.2238892596
719	0.222814534
720	0.2215571516
721	0.2201112892
722	0.2191454072
723	0.2181909232
724	0.2169736832
725	0.2161015225
726	0.2150758461
727	0.2140614764
728	0.2126860746
729	0.2117676979
730	0.2110812696
731	0.2099164786
732	0.2089382432
733	0.2079628771
734	0.2069982808
735	0.206044328
736	0.2051008946
737	0.203807999
738	0.2031581483
739	0.2025141101
740	0.2015972662
741	0.2005009747
742	0.1995994432
743	0.1983609141
744	0.197647976
745	0.1969427056
746	0.1962450105
747	0.1955547996
748	0.1948719835
749	0.1941964739
750	0.1935281843
751	0.1928670291
752	0.1922129245
753	0.1915657875
754	0.1909255367
755	0.190292092
756	0.1896653742
757	0.1890453056
758	0.1884318096
759	0.1878248107
760	0.1872242344
761	0.1866300077
762	0.1860420583
763	0.185460315
764	0.184884708
765	0.184315168
766	0.183751627
767	0.183194018
768	0.1826422749
769	0.1820963325
770	0.1815561265
771	0.1810215936
772	0.1804926713
773	0.1799692981
774	0.1794514132
775	0.1789389566
776	0.1784318694
777	0.1779300932
778	0.1774335704
779	0.1769422445
780	0.1764560594
781	0.1756907765
782	0.1752153037
783	0.1747448132
784	0.1742792515
785	0.173818566
786	0.1733627045
787	0.1729116158
788	0.172465249
789	0.1720235542
790	0.171586482
791	0.1711539834
792	0.1707260104
793	0.1703025154
794	0.1694666067
795	0.1690525013
796	0.1686427341
797	0.1682372597
798	0.1678360331
799	0.1674390101
800	0.1670461469
801	0.1666574002
802	0.1662727272
803	0.1658920856
804	0.1655154339
805	0.1651427306
806	0.1643728411
807	0.1640085189
808	0.1636480217
809	0.1632913099
810	0.1629383446
811	0.1625890872
812	0.1622434996
813	0.1615129111
814	0.1611751539
815	0.1608409512
816	0.1605102667
817	0.1598047758
818	0.1594816104
819	0.1591618525
820	0.1584766867
821	0.1576759663
822	0.1573655628
823	0.1565804878
824	0.1562754003
825	0.1559735316
826	0.1552058648
827	0.1549091731
828	0.1542597992
829	0.1535100213
830	0.1532220369
831	0.1529370934
832	0.1522040513
833	0.1519240041
834	0.1516469146
835	0.1508727478
836	0.1506015074
837	0.1498923052
838	0.1496257268
839	0.1488778447
840	0.1486168841
841	0.1479290535
842	0.1476725789
843	0.1469501534
844	0.1466990749
845	0.1464506502
846	0.1457476838
847	0.1450875167
848	0.1448459373
849	0.1446069126
850	0.1436921608
851	0.1430731958
852	0.1424626602
853	0.1422308227
854	0.1420014239
855	0.1417744397
856	0.1411164315
857	0.1405243668
858	0.1403039119
859	0.1400857763
860	0.1394499547
861	0.1385791607
862	0.1377359355
863	0.1371723834
864	0.1363506871
865	0.1358014301
866	0.1350007144
867	0.134485152
868	0.1337051072
869	0.1332027775
870	0.1324428493
871	0.1318693142
872	0.1313819968
873	0.1309011875
874	0.1301343083
875	0.1297267567
876	0.1289760741
877	0.1284551296
878	0.127722729
879	0.127328494
880	0.126939534
881	0.1263750865
882	0.1258481083
883	0.1251607606
884	0.1247816494
885	0.1242323805
886	0.1236909317
887	0.1231868633
888	0.1228145987
889	0.1224472993
890	0.1217866804
891	0.1212601523
892	0.1207411429
893	0.1202601194
894	0.1199022247
895	0.1195490919
896	0.1189111478
897	0.1184064133
898	0.1178923613
899	0.11754779
900	0.1170910954
901	0.1167519958
902	0.116417381
903	0.1158051306
904	0.115318001
905	0.1148378676
906	0.1144023211
907	0.1140566154
908	0.1137317109
909	0.1132640992
910	0.1126177978
911	0.1120335087
912	0.1115766268
913	0.1111432083
914	0.1106612456
915	0.1102979447
916	0.1097361302
917	0.1092923067
918	0.1089020775
919	0.1083899834
920	0.1079647292
921	0.1075329816
922	0.1071074787
923	0.1067262999
924	0.1062294622
925	0.1058157365
926	0.10540727
927	0.1049263636
928	0.1045139467
929	0.1041151335
930	0.103709043
931	0.103308861
932	0.1029116398
933	0.1025202022
934	0.1021281749
935	0.101668078
936	0.1010777825
937	0.100694458
938	0.1003178642
939	0.09993708217
940	0.09956559451
941	0.09915673682
942	0.09875384811
943	0.09831508766
944	0.09791899661
945	0.09755911188
946	0.09716985595
947	0.09682924497
948	0.09649394761
949	0.09614298289
950	0.0958145561
951	0.09553975145
952	0.09521817341
953	0.0949486669
954	0.09468269288
955	0.09438070199
956	0.09411919037
957	0.09386109803
958	0.09360637646
959	0.09334099874
960	0.09298319456
961	0.09259300953
962	0.09234405134
963	0.09195906574
964	0.09172552089
965	0.09138695082
966	0.09110168696
967	0.09087209391
968	0.09063072885
969	0.09040528429
970	0.09007404141
971	0.08974769185
972	0.08951094803
973	0.08929019865
974	0.08896888791
975	0.08873677215
976	0.0884176648
977	0.08820203448
978	0.0879756095
979	0.08775215342
980	0.0875419891
981	0.0872274748
982	0.08691762894
983	0.08650159296
984	0.08609092952
985	0.08568557979
986	0.08528548546
987	0.08489849994
988	0.0845164453
989	0.0841392597
990	0.08367989826
991	0.08331187869
992	0.08294855397
993	0.08248408263
994	0.08212794478
995	0.08167218026
996	0.08137791253
997	0.08101323195
998	0.08065320411
999	0.08037969401
1
996	0.07359498089
997	0.07319661259
998	0.07280479768
999	0.07241942975

